Make,Model,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,Price,Car_Age,HP_per_Cylinder,Mileage
GMC,Jimmy,regular unleaded,190.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,18,14,549,2773,26,31.666666666666668,16.0
GMC,Jimmy,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,20,15,549,2756,26,31.666666666666668,17.5
GMC,Jimmy,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,20,15,549,2590,26,31.666666666666668,17.5
GMC,Jimmy,regular unleaded,190.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,18,14,549,2916,26,31.666666666666668,16.0
GMC,Jimmy,regular unleaded,190.0,6.0,MANUAL,rear wheel drive,2.0,Compact,2dr SUV,21,15,549,2322,26,31.666666666666668,18.0
GMC,Jimmy,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,20,15,549,2623,26,31.666666666666668,17.5
GMC,Jimmy,regular unleaded,190.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,18,14,549,2655,26,31.666666666666668,16.0
GMC,Jimmy,regular unleaded,190.0,6.0,UNKNOWN,four wheel drive,2.0,Compact,2dr SUV,18,14,549,2578,26,31.666666666666668,16.0
GMC,Jimmy,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,20,15,549,26770,25,31.666666666666668,17.5
GMC,Jimmy,regular unleaded,190.0,6.0,MANUAL,four wheel drive,2.0,Compact,2dr SUV,16,13,549,22270,25,31.666666666666668,14.5
GMC,Jimmy,regular unleaded,190.0,6.0,AUTOMATIC,four wheel drive,2.0,Compact,2dr SUV,18,14,549,25170,25,31.666666666666668,16.0
GMC,Jimmy,regular unleaded,190.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,18,14,549,31925,25,31.666666666666668,16.0
GMC,Jimmy,regular unleaded,190.0,6.0,MANUAL,rear wheel drive,2.0,Compact,2dr SUV,20,14,549,19270,25,31.666666666666668,17.0
GMC,Jimmy,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,2dr SUV,20,15,549,22170,25,31.666666666666668,17.5
GMC,Jimmy,regular unleaded,190.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,18,14,549,30225,25,31.666666666666668,16.0
GMC,Jimmy,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,20,15,549,28225,25,31.666666666666668,17.5
GMC,Jimmy,regular unleaded,190.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,18,14,549,33920,25,31.666666666666668,16.0
GMC,Jimmy,regular unleaded,190.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,18,14,549,28770,25,31.666666666666668,16.0
GMC,Jimmy,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,20,15,549,29925,25,31.666666666666668,17.5
Dodge,Journey,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,16,1851,33295,11,47.166666666666664,20.0
Dodge,Journey,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,16,1851,27395,11,47.166666666666664,20.0
Dodge,Journey,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,16,1851,28695,11,47.166666666666664,20.0
Dodge,Journey,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,26,19,1851,26595,11,43.25,22.5
Dodge,Journey,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,26,19,1851,23495,11,43.25,22.5
Dodge,Journey,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,16,1851,29995,11,47.166666666666664,20.0
Dodge,Journey,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,26,19,1851,25195,11,43.25,22.5
Dodge,Journey,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,26,19,1851,20695,11,43.25,22.5
Dodge,Journey,regular unleaded,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,25,17,1851,31395,11,47.166666666666664,21.0
Dodge,Journey,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,26,19,1851,27395,10,43.25,22.5
Dodge,Journey,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,26,19,1851,26295,10,43.25,22.5
Dodge,Journey,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,16,1851,26595,10,47.166666666666664,20.0
Dodge,Journey,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,16,1851,33695,10,47.166666666666664,20.0
Dodge,Journey,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,16,1851,28395,10,47.166666666666664,20.0
Dodge,Journey,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,25,17,1851,31795,10,47.166666666666664,21.0
Dodge,Journey,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,16,1851,30895,10,47.166666666666664,20.0
Dodge,Journey,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,26,19,1851,20995,10,43.25,22.5
Dodge,Journey,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,26,19,1851,24895,10,43.25,22.5
Dodge,Journey,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,16,1851,29795,10,47.166666666666664,20.0
Dodge,Journey,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,25,19,1851,20995,9,43.25,22.0
Dodge,Journey,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,16,1851,33695,9,47.166666666666664,20.0
Dodge,Journey,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,25,19,1851,26295,9,43.25,22.0
Dodge,Journey,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,16,1851,29795,9,47.166666666666664,20.0
Dodge,Journey,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,25,17,1851,31795,9,47.166666666666664,21.0
Dodge,Journey,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,16,1851,30995,9,47.166666666666664,20.0
Dodge,Journey,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,16,1851,26595,9,47.166666666666664,20.0
Dodge,Journey,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,25,19,1851,27495,9,43.25,22.0
Dodge,Journey,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,16,1851,28395,9,47.166666666666664,20.0
Dodge,Journey,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,25,19,1851,24895,9,43.25,22.0
Nissan,Juke,premium unleaded (recommended),188.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,32,28,2009,25240,11,47.0,30.0
Nissan,Juke,premium unleaded (required),215.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,31,25,2009,28020,11,53.75,28.0
Nissan,Juke,premium unleaded (required),211.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr Hatchback,29,25,2009,30020,11,52.75,27.0
Nissan,Juke,premium unleaded (recommended),188.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr Hatchback,31,26,2009,26940,11,47.0,28.5
Nissan,Juke,premium unleaded (recommended),188.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,32,28,2009,20250,11,47.0,30.0
Nissan,Juke,premium unleaded (recommended),188.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,32,28,2009,22300,11,47.0,30.0
Nissan,Juke,premium unleaded (recommended),188.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr Hatchback,31,26,2009,24150,11,47.0,28.5
Nissan,Juke,premium unleaded (recommended),188.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr Hatchback,31,26,2009,22100,11,47.0,28.5
Nissan,Juke,premium unleaded (recommended),188.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr Hatchback,31,26,2009,27230,11,47.0,28.5
Nissan,Juke,premium unleaded (recommended),188.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,34,28,2009,24830,11,47.0,31.0
Nissan,Juke,premium unleaded (recommended),188.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,34,28,2009,24830,10,47.0,31.0
Nissan,Juke,premium unleaded (recommended),188.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr Hatchback,31,26,2009,22100,10,47.0,28.5
Nissan,Juke,premium unleaded (required),211.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,31,25,2009,28020,10,52.75,28.0
Nissan,Juke,premium unleaded (recommended),188.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,32,28,2009,22300,10,47.0,30.0
Nissan,Juke,premium unleaded (recommended),188.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr Hatchback,31,26,2009,24150,10,47.0,28.5
Nissan,Juke,premium unleaded (recommended),188.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr Hatchback,31,26,2009,26940,10,47.0,28.5
Nissan,Juke,premium unleaded (required),215.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr Hatchback,29,25,2009,30020,10,53.75,27.0
Nissan,Juke,premium unleaded (recommended),188.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,32,28,2009,20250,10,47.0,30.0
Nissan,Juke,premium unleaded (recommended),188.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr Hatchback,31,26,2009,27230,10,47.0,28.5
Nissan,Juke,premium unleaded (recommended),188.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,32,28,2009,25240,10,47.0,30.0
Nissan,Juke,premium unleaded (required),215.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,31,26,2009,28020,9,53.75,28.5
Nissan,Juke,premium unleaded (recommended),188.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,33,27,2009,24830,9,47.0,30.0
Nissan,Juke,premium unleaded (required),211.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr Hatchback,29,25,2009,30020,9,52.75,27.0
Nissan,Juke,premium unleaded (recommended),188.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr Hatchback,30,26,2009,27230,9,47.0,28.0
Nissan,Juke,premium unleaded (recommended),188.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr Hatchback,30,26,2009,26940,9,47.0,28.0
Nissan,Juke,premium unleaded (recommended),188.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr Hatchback,30,26,2009,24400,9,47.0,28.0
Nissan,Juke,premium unleaded (recommended),188.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr Hatchback,30,26,2009,22100,9,47.0,28.0
Nissan,Juke,premium unleaded (recommended),188.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,32,28,2009,20250,9,47.0,30.0
Nissan,Juke,premium unleaded (recommended),188.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,32,28,2009,22550,9,47.0,30.0
Nissan,Juke,premium unleaded (recommended),188.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,32,28,2009,25240,9,47.0,30.0
Subaru,Justy,regular unleaded,73.0,3.0,MANUAL,four wheel drive,2.0,Compact,2dr Hatchback,29,24,640,2000,34,24.333333333333332,26.5
Subaru,Justy,regular unleaded,73.0,3.0,MANUAL,four wheel drive,4.0,Compact,4dr Hatchback,29,24,640,2000,34,24.333333333333332,26.5
Subaru,Justy,regular unleaded,66.0,3.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,28,640,2000,34,22.0,30.5
Subaru,Justy,regular unleaded,73.0,3.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,28,640,2000,34,24.333333333333332,30.5
Subaru,Justy,regular unleaded,73.0,3.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,32,28,640,2000,33,24.333333333333332,30.0
Subaru,Justy,regular unleaded,73.0,3.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,32,28,640,2000,33,24.333333333333332,30.0
Subaru,Justy,regular unleaded,73.0,3.0,MANUAL,four wheel drive,4.0,Compact,4dr Hatchback,29,24,640,2000,33,24.333333333333332,26.5
Subaru,Justy,regular unleaded,73.0,3.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,28,640,2000,33,24.333333333333332,30.5
Subaru,Justy,regular unleaded,73.0,3.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,28,640,2000,32,24.333333333333332,30.5
Subaru,Justy,regular unleaded,73.0,3.0,MANUAL,four wheel drive,4.0,Compact,4dr Hatchback,29,24,640,2000,32,24.333333333333332,26.5
Infiniti,JX,premium unleaded (recommended),265.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,4dr SUV,24,18,190,41250,13,44.166666666666664,21.0
Infiniti,JX,premium unleaded (recommended),265.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,4dr SUV,23,18,190,42650,13,44.166666666666664,20.5
Kia,K900,premium unleaded (recommended),420.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,23,15,1720,59900,11,52.5,19.0
Kia,K900,premium unleaded (recommended),420.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,23,15,1720,54500,11,52.5,19.0
Kia,K900,regular unleaded,311.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,26,17,1720,49000,10,51.833333333333336,21.5
Kia,K900,premium unleaded (recommended),420.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,23,15,1720,61900,10,52.5,19.0
Kia,K900,regular unleaded,311.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,26,17,1720,54900,10,51.833333333333336,21.5
Suzuki,Kizashi,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,31,23,481,21049,15,45.0,27.0
Suzuki,Kizashi,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30,23,481,22049,15,45.0,26.5
Suzuki,Kizashi,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30,23,481,24149,15,45.0,26.5
Suzuki,Kizashi,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,29,22,481,27299,15,45.0,25.5
Suzuki,Kizashi,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,29,22,481,23399,15,45.0,25.5
Suzuki,Kizashi,regular unleaded,185.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,29,20,481,24849,15,46.25,24.5
Suzuki,Kizashi,regular unleaded,185.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,29,20,481,23049,15,46.25,24.5
Suzuki,Kizashi,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30,23,481,25949,15,45.0,26.5
Suzuki,Kizashi,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,30,23,481,22099,15,45.0,26.5
Suzuki,Kizashi,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,29,22,481,25499,15,45.0,25.5
Suzuki,Kizashi,regular unleaded,185.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,31,21,481,18999,15,46.25,26.0
Suzuki,Kizashi,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30,23,481,23899,14,45.0,26.5
Suzuki,Kizashi,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,29,22,481,25249,14,45.0,25.5
Suzuki,Kizashi,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,29,22,481,27549,14,45.0,25.5
Suzuki,Kizashi,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30,23,481,22299,14,45.0,26.5
Suzuki,Kizashi,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,29,22,481,23649,14,45.0,25.5
Suzuki,Kizashi,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,29,22,481,25749,14,45.0,25.5
Suzuki,Kizashi,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30,23,481,24399,14,45.0,26.5
Suzuki,Kizashi,regular unleaded,185.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,31,21,481,18999,14,46.25,26.0
Suzuki,Kizashi,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30,23,481,26199,14,45.0,26.5
Suzuki,Kizashi,regular unleaded,185.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,29,20,481,25099,14,46.25,24.5
Suzuki,Kizashi,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,31,23,481,20999,14,45.0,27.0
Suzuki,Kizashi,regular unleaded,185.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,29,20,481,22249,14,46.25,24.5
Suzuki,Kizashi,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,30,23,481,22349,14,45.0,26.5
Suzuki,Kizashi,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30,23,481,25799,13,45.0,26.5
Suzuki,Kizashi,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30,23,481,21749,13,45.0,26.5
Suzuki,Kizashi,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,29,22,481,23249,13,45.0,25.5
Suzuki,Kizashi,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,29,22,481,28999,13,45.0,25.5
Suzuki,Kizashi,regular unleaded,185.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,29,20,481,19999,13,46.25,24.5
Suzuki,Kizashi,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,29,22,481,27199,13,45.0,25.5
Buick,LaCrosse,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,36,25,155,35725,11,45.5,30.5
Buick,LaCrosse,flex-fuel (unleaded/E85),304.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,28,18,155,31065,11,50.666666666666664,23.0
Buick,LaCrosse,flex-fuel (unleaded/E85),304.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,26,17,155,40500,11,50.666666666666664,21.5
Buick,LaCrosse,flex-fuel (unleaded/E85),304.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,28,18,155,39970,11,50.666666666666664,23.0
Buick,LaCrosse,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,36,25,155,33635,11,45.5,30.5
Buick,LaCrosse,flex-fuel (unleaded/E85),304.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,28,18,155,38025,11,50.666666666666664,23.0
Buick,LaCrosse,flex-fuel (unleaded/E85),304.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,26,17,155,38730,11,50.666666666666664,21.5
Buick,LaCrosse,flex-fuel (unleaded/E85),304.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,28,18,155,34065,10,50.666666666666664,23.0
Buick,LaCrosse,flex-fuel (unleaded/E85),304.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,28,18,155,40145,10,50.666666666666664,23.0
Buick,LaCrosse,flex-fuel (unleaded/E85),304.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,26,17,155,38905,10,50.666666666666664,21.5
Buick,LaCrosse,flex-fuel (unleaded/E85),304.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,28,18,155,35900,10,50.666666666666664,23.0
Buick,LaCrosse,flex-fuel (unleaded/E85),304.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,28,18,155,33810,10,50.666666666666664,23.0
Buick,LaCrosse,flex-fuel (unleaded/E85),304.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,26,17,155,40675,10,50.666666666666664,21.5
Buick,LaCrosse,flex-fuel (unleaded/E85),304.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,28,18,155,38200,10,50.666666666666664,23.0
Buick,LaCrosse,flex-fuel (unleaded/E85),304.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,28,18,155,31065,10,50.666666666666664,23.0
Buick,LaCrosse,regular unleaded,310.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,31,21,155,36065,9,51.666666666666664,26.0
Buick,LaCrosse,regular unleaded,310.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,31,21,155,38665,9,51.666666666666664,26.0
Buick,LaCrosse,regular unleaded,310.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,29,20,155,43265,9,51.666666666666664,24.5
Buick,LaCrosse,regular unleaded,310.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,31,21,155,32065,9,51.666666666666664,26.0
Buick,LaCrosse,regular unleaded,310.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,31,21,155,41065,9,51.666666666666664,26.0
Mitsubishi,Lancer Evolution,premium unleaded (required),291.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Compact,Sedan,22,17,436,37895,13,72.75,19.5
Mitsubishi,Lancer Evolution,premium unleaded (required),291.0,4.0,MANUAL,all wheel drive,4.0,Compact,Sedan,23,17,436,34695,13,72.75,20.0
Mitsubishi,Lancer Evolution,premium unleaded (required),291.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Compact,Sedan,22,17,436,38195,12,72.75,19.5
Mitsubishi,Lancer Evolution,premium unleaded (required),291.0,4.0,MANUAL,all wheel drive,4.0,Compact,Sedan,23,17,436,34995,12,72.75,20.0
Mitsubishi,Lancer Evolution,premium unleaded (required),303.0,4.0,MANUAL,all wheel drive,4.0,Compact,Sedan,23,17,436,37995,11,75.75,20.0
Mitsubishi,Lancer Evolution,premium unleaded (required),291.0,4.0,MANUAL,all wheel drive,4.0,Compact,Sedan,23,17,436,34495,11,72.75,20.0
Mitsubishi,Lancer Evolution,premium unleaded (required),291.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Compact,Sedan,22,17,436,38995,11,72.75,19.5
Mitsubishi,Lancer Sportback,regular unleaded,168.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,29,22,436,21345,14,42.0,25.5
Mitsubishi,Lancer Sportback,regular unleaded,148.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,32,24,436,18395,14,37.0,28.0
Mitsubishi,Lancer Sportback,regular unleaded,148.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,32,24,436,18495,13,37.0,28.0
Mitsubishi,Lancer Sportback,regular unleaded,168.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,29,22,436,21495,13,42.0,25.5
Mitsubishi,Lancer Sportback,regular unleaded,168.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,29,22,436,21945,12,42.0,25.5
Mitsubishi,Lancer Sportback,regular unleaded,148.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,32,24,436,18595,12,37.0,28.0
Mitsubishi,Lancer,regular unleaded,148.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,34,25,436,17395,11,37.0,29.5
Mitsubishi,Lancer,premium unleaded (required),237.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Compact,Sedan,25,18,436,29495,11,59.25,21.5
Mitsubishi,Lancer,regular unleaded,168.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,31,22,436,20595,11,42.0,26.5
Mitsubishi,Lancer,regular unleaded,168.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,30,23,436,21595,11,42.0,26.5
Mitsubishi,Lancer,regular unleaded,168.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,Sedan,29,22,436,20995,11,42.0,25.5
Mitsubishi,Lancer,regular unleaded,148.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,34,26,436,18295,11,37.0,30.0
Mitsubishi,Lancer,regular unleaded,148.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,35,27,436,18595,10,37.0,31.0
Mitsubishi,Lancer,regular unleaded,168.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,Sedan,31,23,436,20995,10,42.0,27.0
Mitsubishi,Lancer,regular unleaded,148.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,34,24,436,17595,10,37.0,29.0
Mitsubishi,Lancer,regular unleaded,168.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,31,24,436,23495,10,42.0,27.5
Mitsubishi,Lancer,regular unleaded,168.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,31,22,436,22495,10,42.0,26.5
Mitsubishi,Lancer,regular unleaded,168.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,Sedan,31,23,436,19995,10,42.0,27.0
Mitsubishi,Lancer,regular unleaded,168.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,Sedan,31,23,436,21995,10,42.0,27.0
Mitsubishi,Lancer,regular unleaded,168.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,Sedan,30,23,436,20295,9,42.0,26.5
Mitsubishi,Lancer,regular unleaded,168.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,Sedan,30,23,436,21095,9,42.0,26.5
Mitsubishi,Lancer,regular unleaded,148.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,34,27,436,18795,9,37.0,30.5
Mitsubishi,Lancer,regular unleaded,148.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,33,24,436,17795,9,37.0,28.5
Mitsubishi,Lancer,regular unleaded,168.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,Sedan,30,23,436,22095,9,42.0,26.5
